type,id,bnf_code,nm
amp,10711000001104,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
amp,15311000001105,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Teva UK Ltd)
amp,392411000001109,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (A A H Pharmaceuticals Ltd)
amp,604211000001105,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd)
amp,610511000001102,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Kent Pharmaceuticals Ltd)
amp,683011000001103,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Actavis UK Ltd)
amp,738911000001105,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Sandoz Ltd)
amp,808511000001109,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Mylan)
amp,9804611000001105,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Almus Pharmaceuticals Ltd)
amp,10452211000001101,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Arrow Generics Ltd)
amp,11144611000001104,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Karib Kemi-Pharm Ltd)
amp,18719011000001104,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Sigma Pharmaceuticals Plc)
amp,19736211000001105,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Medreich Plc)
amp,20129511000001108,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Crescent Pharma Ltd)
amp,21038311000001109,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Bristol Laboratories Ltd)
amp,21532411000001101,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (Ennogen Healthcare Ltd)
amp,24410611000001107,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution (DE Pharmaceuticals)
amp,94811000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (A A H Pharmaceuticals Ltd)
amp,189311000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd)
amp,209811000001108,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Actavis UK Ltd)
amp,289911000001104,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Teva UK Ltd)
amp,322611000001104,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
amp,333711000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Sandoz Ltd)
amp,770211000001102,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Mylan)
amp,887811000001107,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Kent Pharmaceuticals Ltd)
amp,9805411000001108,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Almus Pharmaceuticals Ltd)
amp,10452411000001102,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Arrow Generics Ltd)
amp,18719411000001108,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Sigma Pharmaceuticals Plc)
amp,20129711000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Crescent Pharma Ltd)
amp,21038511000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Bristol Laboratories Ltd)
amp,21532611000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Ennogen Healthcare Ltd)
amp,30856011000001103,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (Mawdsley-Brooks & Company Ltd)
amp,37772611000001104,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution (DE Pharmaceuticals)
amp,35211000001107,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Actavis UK Ltd)
amp,78111000001109,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Kent Pharmaceuticals Ltd)
amp,420411000001107,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,482711000001106,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Mylan)
amp,634711000001107,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Sandoz Ltd)
amp,765311000001105,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (A A H Pharmaceuticals Ltd)
amp,799511000001103,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Teva UK Ltd)
amp,821311000001102,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,839711000001102,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Ranbaxy (UK) Ltd)
amp,871611000001108,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (The Boots Company Plc)
amp,9803511000001108,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Almus Pharmaceuticals Ltd)
amp,10430511000001103,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Arrow Generics Ltd)
amp,16063111000001105,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Bristol Laboratories Ltd)
amp,17954711000001107,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Phoenix Healthcare Distribution Ltd)
amp,19730711000001101,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Medreich Plc)
amp,21844711000001100,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Waymade Healthcare Plc)
amp,28985911000001106,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Crescent Pharma Ltd)
amp,29983311000001107,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Sigma Pharmaceuticals Plc)
amp,30856411000001107,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Mawdsley-Brooks & Company Ltd)
amp,32489211000001105,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (Brown & Burk UK Ltd)
amp,37773011000001102,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets (DE Pharmaceuticals)
amp,9209211000001101,0501011P0AAARAR,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd)
